# wavelength_A flux_erg/s/cm2/A
# # Teff=42069.0 logg=0.01 [M/H]=0.02
1.000000e+02 8.667234e+01
1.006939e+02 5.820733e+01
1.013925e+02 2.600565e+04
1.020961e+02 1.029517e+02
1.028045e+02 1.899025e+02
1.035178e+02 1.111657e+05
1.042361e+02 6.227441e+04
1.049593e+02 1.784227e+02
1.056876e+02 1.026297e+02
1.064209e+02 9.408301e+00
1.071593e+02 2.057545e+01
1.079029e+02 5.062005e+01
1.086516e+02 1.658424e+06
1.094055e+02 1.226374e+00
1.101646e+02 1.328519e+02
1.109290e+02 3.375562e+05
1.116987e+02 4.022451e+04
1.124737e+02 4.609842e+03
1.132541e+02 2.630266e+02
1.140400e+02 1.455618e+05
1.148312e+02 4.161885e+02
1.156280e+02 3.256818e+03
1.164303e+02 2.041005e+01
1.172382e+02 3.377428e+03
1.180517e+02 3.957224e+01
1.188708e+02 7.485238e+04
1.196956e+02 5.013874e+01
1.205261e+02 2.287210e-03
1.213624e+02 4.393316e-02
1.222045e+02 1.839285e+02
1.230524e+02 8.986178e+00
1.239062e+02 2.547105e+06
1.247660e+02 9.986850e+03
1.256317e+02 1.108103e+02
1.265034e+02 1.077722e+01
1.273811e+02 1.714105e+10
1.282650e+02 4.266585e+00
1.291550e+02 1.310599e+04
1.300511e+02 3.983025e+06
1.309535e+02 1.997924e+06
1.318621e+02 3.102865e+01
1.327771e+02 4.837488e+04
1.336984e+02 1.103862e-01
1.346261e+02 3.530253e+03
1.355602e+02 4.714552e+03
1.365008e+02 4.613705e+02
1.374479e+02 2.237773e+03
1.384016e+02 3.427082e+03
1.393619e+02 9.680611e-01
1.403289e+02 4.710447e+00
1.413026e+02 9.801375e+01
1.422830e+02 4.885806e+04
1.432703e+02 1.890838e+06
1.442644e+02 1.173317e-01
1.452654e+02 1.844359e+02
1.462733e+02 8.278489e+05
1.472883e+02 1.887353e+00
1.483103e+02 1.577198e+00
1.493393e+02 3.350111e+00
1.503755e+02 4.700540e+00
1.514189e+02 7.234851e+00
1.524696e+02 6.770426e+00
1.535275e+02 5.899797e+00
1.545928e+02 9.258496e+00
1.556654e+02 9.112562e+00
1.567455e+02 1.515458e+01
1.578331e+02 1.743728e+01
1.589283e+02 1.760688e+01
1.600310e+02 2.730822e+01
1.611414e+02 4.157394e+01
1.622595e+02 3.212648e+01
1.633854e+02 5.386540e+01
1.645191e+02 7.143939e+01
1.656606e+02 1.071312e+02
1.668101e+02 8.756900e+01
1.679675e+02 9.912564e+01
1.691330e+02 1.571177e+02
1.703065e+02 1.500179e+02
1.714882e+02 1.386422e+02
1.726781e+02 3.385288e+02
1.738762e+02 2.012844e+02
1.750827e+02 3.243522e+02
1.762975e+02 3.698549e+02
1.775208e+02 4.296995e+02
1.787526e+02 3.659932e+02
1.799929e+02 9.383387e+02
1.812418e+02 1.510440e+03
1.824993e+02 7.446735e+02
1.837656e+02 1.147843e+03
1.850407e+02 1.567961e+03
1.863246e+02 1.565388e+03
1.876175e+02 1.811109e+03
1.889193e+02 2.297431e+03
1.902301e+02 2.111889e+03
1.915501e+02 3.356770e+03
1.928792e+02 3.152661e+03
1.942175e+02 3.105433e+03
1.955651e+02 4.329625e+03
1.969220e+02 5.410579e+03
1.982884e+02 5.051292e+03
1.996642e+02 6.360973e+03
2.010496e+02 1.019615e+04
2.024447e+02 7.455136e+03
2.038493e+02 9.936603e+03
2.052638e+02 8.126438e+03
2.066880e+02 8.414292e+03
2.081222e+02 1.718343e+04
2.095662e+02 1.698171e+04
2.110203e+02 1.352104e+04
2.124845e+02 1.958306e+04
2.139589e+02 2.395060e+04
2.154435e+02 2.596069e+04
2.169384e+02 2.376102e+04
2.184436e+02 3.285973e+04
2.199593e+02 5.427789e+04
2.214855e+02 4.608564e+04
2.230223e+02 3.456372e+04
2.245698e+02 4.435009e+04
2.261280e+02 4.130926e+04
2.276970e+02 2.628398e+06
