# wavelength_A flux_erg/s/cm2/A
# # Teff=696.0 logg=3.0 [M/H]=0.42
1.000000e+02 1.306207e+02
1.006939e+02 4.434230e-06
1.013925e+02 9.068526e-01
1.020961e+02 1.144090e+13
1.028045e+02 4.167045e+09
1.035178e+02 2.216077e+07
1.042361e+02 4.156858e+01
1.049593e+02 5.398630e+10
1.056876e+02 1.966513e+03
1.064209e+02 2.468977e+11
1.071593e+02 2.469923e+01
1.079029e+02 6.870532e+12
1.086516e+02 2.319942e+03
1.094055e+02 1.390895e+11
1.101646e+02 1.200501e+02
1.109290e+02 1.124663e-03
1.116987e+02 1.696079e+03
1.124737e+02 7.033922e-06
1.132541e+02 8.934624e-04
1.140400e+02 3.138942e+05
1.148312e+02 5.523862e+16
1.156280e+02 3.565665e+03
1.164303e+02 4.099906e-05
1.172382e+02 1.676741e-02
1.180517e+02 1.325817e+01
1.188708e+02 3.781602e+11
1.196956e+02 9.878720e-04
1.205261e+02 3.017786e-02
1.213624e+02 2.316122e+05
1.222045e+02 2.694693e-04
1.230524e+02 1.151265e+04
1.239062e+02 7.317451e+07
1.247660e+02 1.998977e+01
1.256317e+02 2.747684e+02
1.265034e+02 2.717879e+03
1.273811e+02 4.899020e+08
1.282650e+02 6.394022e+01
1.291550e+02 2.022259e+02
1.300511e+02 3.019909e+11
1.309535e+02 1.212083e+13
1.318621e+02 5.158673e-03
1.327771e+02 8.292426e+06
1.336984e+02 3.752025e+01
1.346261e+02 1.526863e-02
1.355602e+02 1.141513e+08
1.365008e+02 4.245499e+07
1.374479e+02 2.495117e+05
1.384016e+02 1.834771e+02
1.393619e+02 1.905928e+15
1.403289e+02 2.354706e+06
1.413026e+02 6.483660e+02
1.422830e+02 1.747530e-02
1.432703e+02 1.727121e+09
1.442644e+02 5.225206e+08
1.452654e+02 8.964362e+05
1.462733e+02 7.575174e-05
1.472883e+02 1.873409e-33
1.483103e+02 4.353875e-32
1.493393e+02 1.369639e-31
1.503755e+02 5.921326e-33
1.514189e+02 7.364474e-33
1.524696e+02 5.630654e-32
1.535275e+02 3.688832e-31
1.545928e+02 1.948779e-32
1.556654e+02 2.479877e-31
1.567455e+02 1.431295e-31
1.578331e+02 3.293027e-32
1.589283e+02 1.185319e-31
1.600310e+02 5.396272e-33
1.611414e+02 7.758438e-33
1.622595e+02 3.805401e-32
1.633854e+02 2.885761e-32
1.645191e+02 6.571797e-33
1.656606e+02 8.016381e-32
1.668101e+02 5.520491e-33
1.679675e+02 3.363198e-33
1.691330e+02 4.869248e-33
1.703065e+02 7.419989e-33
1.714882e+02 2.842479e-33
1.726781e+02 1.977454e-32
1.738762e+02 1.281013e-32
1.750827e+02 3.543254e-32
1.762975e+02 2.693701e-31
1.775208e+02 4.515611e-34
1.787526e+02 5.814381e-33
1.799929e+02 1.161858e-32
1.812418e+02 7.404884e-33
1.824993e+02 5.803156e-33
1.837656e+02 1.583741e-33
1.850407e+02 9.279845e-33
1.863246e+02 7.115404e-34
1.876175e+02 1.083808e-31
1.889193e+02 7.745501e-34
1.902301e+02 4.732523e-32
1.915501e+02 3.111252e-33
1.928792e+02 8.406476e-33
1.942175e+02 4.574656e-33
1.955651e+02 2.469324e-33
1.969220e+02 1.710871e-32
1.982884e+02 1.751400e-33
1.996642e+02 6.101205e-33
2.010496e+02 1.230691e-33
2.024447e+02 2.319022e-32
2.038493e+02 4.815020e-33
2.052638e+02 3.996017e-33
2.066880e+02 7.192884e-34
2.081222e+02 2.116883e-32
2.095662e+02 3.235199e-32
2.110203e+02 4.912508e-34
2.124845e+02 5.284540e-33
2.139589e+02 7.608349e-33
2.154435e+02 2.202600e-32
2.169384e+02 9.193966e-32
2.184436e+02 5.528060e-33
2.199593e+02 8.742182e-33
2.214855e+02 8.738037e-33
2.230223e+02 1.583296e-33
2.245698e+02 4.744635e-32
2.261280e+02 4.692352e-33
2.276970e+02 2.421597e-33
2.292769e+02 1.463844e-32
2.308678e+02 2.893757e-32
2.324697e+02 9.060524e-34
2.340827e+02 8.034250e-34
2.357069e+02 1.438922e-32
2.373424e+02 9.465984e-33
2.389893e+02 3.843360e-32
2.406475e+02 8.284718e-33
2.423173e+02 1.394684e-32
2.439986e+02 1.084265e-32
2.456916e+02 8.696384e-33
2.473964e+02 2.531442e-32
2.491130e+02 1.511258e-31
2.508415e+02 4.539392e-33
2.525820e+02 2.483256e-31
2.543346e+02 1.330123e-32
2.560993e+02 1.506771e-33
2.578763e+02 6.154789e-32
2.596656e+02 2.528564e-33
2.614673e+02 5.356015e-32
2.632815e+02 3.273215e-32
2.651084e+02 2.917121e-33
2.669478e+02 1.813511e-32
2.688001e+02 1.293530e-32
2.706652e+02 1.350774e-32
2.725433e+02 2.690733e-33
2.744343e+02 2.818165e-33
2.763385e+02 7.995215e-32
2.782559e+02 1.369898e-33
2.801867e+02 1.639236e-33
2.821308e+02 2.801001e-31
2.840884e+02 5.031024e-33
2.860596e+02 7.595662e-33
2.880444e+02 2.705248e-32
2.900430e+02 1.005589e-32
2.920556e+02 2.550783e-33
2.940820e+02 2.900271e-32
2.961225e+02 1.354993e-30
2.981772e+02 5.305074e-32
3.002462e+02 1.941159e-32
3.023295e+02 1.769562e-32
3.044272e+02 1.521607e-32
3.065395e+02 9.447212e-34
3.086665e+02 2.303532e-32
3.108082e+02 5.881903e-32
3.129648e+02 6.571509e-33
3.151363e+02 3.583662e-32
3.173230e+02 4.672876e-32
3.195248e+02 3.021063e-33
3.217418e+02 2.120084e-32
3.239743e+02 1.739923e-31
3.262222e+02 8.113501e-32
3.284857e+02 1.039377e-33
3.307650e+02 2.288337e-33
3.330600e+02 4.646253e-33
3.353710e+02 5.214798e-32
3.376980e+02 1.288857e-32
3.400412e+02 7.850779e-33
3.424006e+02 6.457641e-33
3.447764e+02 1.302171e-31
3.471687e+02 4.835746e-34
3.495776e+02 4.469874e-34
3.520031e+02 9.542453e-34
3.544456e+02 8.234876e-33
3.569049e+02 2.653963e-32
3.593814e+02 3.475425e-33
3.618750e+02 2.209372e-34
3.643859e+02 6.299871e-33
3.669142e+02 6.229328e-33
3.694601e+02 1.203807e-32
3.720237e+02 1.453645e-32
3.746050e+02 1.341015e-33
3.772042e+02 1.655050e-33
3.798215e+02 3.168283e-34
3.824570e+02 2.576226e-33
3.851107e+02 4.983041e-34
3.877828e+02 2.309966e-34
3.904735e+02 7.274978e-35
3.931829e+02 1.206883e-33
3.959110e+02 7.883879e-34
3.986581e+02 1.518289e-33
4.014242e+02 1.564234e-33
4.042096e+02 3.015257e-35
4.070142e+02 1.289927e-33
4.098384e+02 4.226161e-34
4.126821e+02 1.388542e-34
4.155455e+02 2.491175e-34
4.184289e+02 6.031351e-34
4.213322e+02 2.058582e-34
4.242556e+02 4.363389e-34
4.271994e+02 1.119015e-33
4.301636e+02 1.981427e-35
4.331483e+02 5.557027e-35
4.361538e+02 1.749478e-34
4.391801e+02 3.942882e-35
4.422274e+02 2.046215e-35
4.452959e+02 3.381386e-35
4.483856e+02 5.285608e-35
4.514968e+02 2.057298e-35
4.546295e+02 1.212322e-34
4.577841e+02 1.929845e-35
4.609604e+02 8.269814e-36
4.641589e+02 1.931270e-36
4.673795e+02 9.549580e-36
4.706225e+02 2.909955e-35
4.738880e+02 5.539483e-36
4.771761e+02 1.097444e-35
4.804870e+02 2.078422e-36
4.838210e+02 3.025870e-36
4.871780e+02 5.811879e-36
4.905584e+02 2.824807e-36
4.939622e+02 3.717276e-36
4.973896e+02 1.789357e-37
5.008408e+02 1.340003e-36
5.043159e+02 2.276129e-36
5.078152e+02 1.149085e-36
5.113388e+02 4.868948e-37
5.148867e+02 6.002811e-39
5.184594e+02 6.325155e-36
5.220568e+02 1.833701e-37
5.256791e+02 1.447688e-38
5.293266e+02 5.518552e-38
5.329994e+02 6.142718e-37
5.366977e+02 2.565703e-37
5.404216e+02 1.716312e-36
5.441714e+02 3.204471e-37
5.479472e+02 4.996672e-38
5.517492e+02 1.856569e-38
5.555776e+02 1.946956e-38
5.594326e+02 4.438379e-38
5.633143e+02 1.557078e-38
5.672229e+02 7.821388e-39
5.711586e+02 4.149104e-38
5.751217e+02 2.883975e-38
5.791123e+02 7.772285e-39
5.831305e+02 3.242639e-38
5.871766e+02 6.136086e-39
5.912508e+02 2.552239e-38
5.953533e+02 2.491373e-39
5.994843e+02 2.479692e-39
6.036439e+02 7.460639e-39
6.078323e+02 3.597491e-38
6.120498e+02 5.993854e-38
6.162966e+02 3.268145e-38
6.205729e+02 8.774879e-39
6.248788e+02 2.526589e-39
6.292146e+02 3.105328e-39
6.335805e+02 3.760626e-38
6.379767e+02 1.622975e-38
6.424034e+02 4.948888e-38
6.468608e+02 7.990195e-39
6.513491e+02 5.460785e-38
6.558686e+02 3.803747e-38
6.604194e+02 9.513997e-38
6.650018e+02 1.539615e-37
6.696160e+02 2.699350e-38
6.742622e+02 6.520279e-37
6.789407e+02 2.178214e-37
6.836516e+02 7.007913e-37
6.883952e+02 1.662919e-36
6.931717e+02 2.966864e-38
6.979814e+02 1.912666e-36
7.028244e+02 1.027784e-36
7.077011e+02 8.150466e-36
7.126115e+02 2.184287e-37
7.175561e+02 1.550799e-35
7.225349e+02 6.420764e-35
7.275484e+02 8.788300e-36
7.325965e+02 2.468825e-35
7.376798e+02 7.664626e-35
7.427982e+02 3.178122e-35
7.479523e+02 1.012747e-35
7.531420e+02 6.529679e-35
7.583678e+02 2.110265e-34
7.636298e+02 5.682450e-35
7.689284e+02 2.924586e-34
7.742637e+02 1.302542e-33
7.796360e+02 2.879697e-33
7.850456e+02 1.311370e-33
7.904928e+02 6.431149e-33
7.959777e+02 1.927152e-33
8.015007e+02 2.300419e-32
8.070620e+02 1.629238e-32
8.126619e+02 1.589783e-31
8.183007e+02 2.207946e-32
8.239786e+02 1.096639e-31
8.296959e+02 1.820309e-31
8.354528e+02 3.653426e-31
8.412497e+02 4.481924e-31
8.470868e+02 1.219633e-32
8.529644e+02 1.573114e-30
8.588829e+02 2.713745e-30
8.648423e+02 2.160996e-30
8.708431e+02 9.797550e-31
8.768856e+02 9.262866e-31
8.829700e+02 1.100557e-29
8.890966e+02 1.599293e-29
8.952657e+02 1.893343e-28
9.014776e+02 7.083818e-29
9.077327e+02 1.724798e-23
9.140311e+02 2.914892e-23
9.203732e+02 4.971543e-23
9.267593e+02 7.234450e-23
9.331898e+02 8.145956e-22
9.396648e+02 2.092941e-21
9.461848e+02 1.688425e-21
9.527500e+02 2.088818e-21
9.593608e+02 3.006081e-22
9.660175e+02 1.402658e-21
9.727203e+02 8.759554e-21
9.794697e+02 9.744125e-21
9.862658e+02 4.221690e-21
9.931092e+02 6.860100e-21
1.000000e+03 4.632784e-21
1.006939e+03 5.265636e-20
1.013925e+03 1.302085e-19
1.020961e+03 5.458963e-20
1.028045e+03 4.536044e-19
1.035178e+03 6.540672e-20
1.042361e+03 2.170688e-19
1.049593e+03 1.443492e-18
1.056876e+03 4.651071e-19
1.064209e+03 2.234028e-18
1.071593e+03 3.400507e-18
1.079029e+03 2.245527e-18
1.086516e+03 6.147036e-17
1.094055e+03 1.171362e-17
1.101646e+03 2.073754e-18
1.109290e+03 4.197711e-18
1.116987e+03 1.957709e-18
1.124737e+03 1.869686e-17
1.132541e+03 1.980557e-17
1.140400e+03 1.575679e-16
1.148312e+03 1.030736e-17
1.156280e+03 2.757500e-17
1.164303e+03 1.162660e-16
1.172382e+03 1.219467e-16
1.180517e+03 1.951056e-16
1.188708e+03 1.359231e-15
1.196956e+03 3.231862e-15
1.205261e+03 2.776469e-15
1.213624e+03 1.753909e-15
1.222045e+03 4.010504e-15
1.230524e+03 3.616628e-15
1.239062e+03 9.646785e-16
1.247660e+03 4.193068e-15
