# wavelength_A flux_erg/s/cm2/A
# # Teff=69420.0 logg=2.0 [M/H]=0.036
1.000000e+02 3.172808e+06
1.006939e+02 9.208817e+06
1.013925e+02 1.811636e+07
1.020961e+02 9.154621e-07
1.028045e+02 1.011107e+05
1.035178e+02 5.004260e+08
1.042361e+02 5.374176e+06
1.049593e+02 1.945858e+02
1.056876e+02 3.930537e+09
1.064209e+02 1.670304e+04
1.071593e+02 2.253141e+05
1.079029e+02 2.079096e+04
1.086516e+02 5.438703e-01
1.094055e+02 2.781290e+06
1.101646e+02 8.853387e-03
1.109290e+02 1.584542e+00
1.116987e+02 8.030688e+09
1.124737e+02 4.740200e+01
1.132541e+02 6.340462e+02
1.140400e+02 8.706563e+03
1.148312e+02 1.921744e+03
1.156280e+02 6.531636e+02
1.164303e+02 1.013227e+03
1.172382e+02 8.135959e-01
1.180517e+02 1.751097e+00
1.188708e+02 6.965798e+04
1.196956e+02 3.080666e-05
1.205261e+02 1.414666e+07
1.213624e+02 2.416385e+01
1.222045e+02 2.364224e+04
1.230524e+02 6.155657e+02
1.239062e+02 2.008621e-01
1.247660e+02 2.917391e-04
1.256317e+02 5.226867e-02
1.265034e+02 1.488761e+04
1.273811e+02 2.638422e+01
1.282650e+02 8.880252e+09
1.291550e+02 1.012557e+02
1.300511e+02 1.304406e+05
1.309535e+02 1.767018e+07
1.318621e+02 6.623181e-03
1.327771e+02 2.154046e+00
1.336984e+02 2.728162e+06
1.346261e+02 3.513971e+01
1.355602e+02 8.643761e+06
1.365008e+02 7.597752e+01
1.374479e+02 1.005334e-01
1.384016e+02 1.570508e+04
1.393619e+02 1.149809e-02
1.403289e+02 3.186156e+00
1.413026e+02 2.934467e+07
1.422830e+02 6.364979e+03
1.432703e+02 1.368112e+08
1.442644e+02 4.148866e+01
1.452654e+02 1.086376e-04
1.462733e+02 6.589297e+05
1.472883e+02 1.173064e+10
1.483103e+02 3.742675e+08
1.493393e+02 5.445207e+09
1.503755e+02 1.253093e+10
1.514189e+02 7.916077e+09
1.524696e+02 9.455265e+09
1.535275e+02 2.237106e+10
1.545928e+02 1.517383e+10
1.556654e+02 3.604442e+09
1.567455e+02 1.331289e+10
1.578331e+02 1.863124e+10
1.589283e+02 6.069935e+09
1.600310e+02 1.808925e+11
1.611414e+02 1.615044e+10
1.622595e+02 9.923306e+09
1.633854e+02 5.268689e+11
1.645191e+02 2.842329e+11
1.656606e+02 7.086370e+10
1.668101e+02 3.208478e+10
1.679675e+02 6.818738e+11
1.691330e+02 1.725616e+11
1.703065e+02 1.250723e+11
1.714882e+02 2.280106e+11
1.726781e+02 7.721166e+10
1.738762e+02 3.944423e+11
1.750827e+02 6.604130e+10
1.762975e+02 5.721793e+11
1.775208e+02 2.819570e+10
1.787526e+02 5.461433e+10
1.799929e+02 5.301160e+12
1.812418e+02 2.047307e+11
1.824993e+02 3.361522e+11
1.837656e+02 2.402503e+12
1.850407e+02 1.099444e+12
1.863246e+02 1.060901e+12
1.876175e+02 7.972545e+11
1.889193e+02 3.272899e+11
1.902301e+02 1.819934e+12
1.915501e+02 2.600376e+11
1.928792e+02 2.675173e+11
1.942175e+02 7.998183e+11
1.955651e+02 7.978431e+11
1.969220e+02 2.566943e+12
1.982884e+02 2.457532e+13
1.996642e+02 8.156463e+11
2.010496e+02 6.196476e+10
2.024447e+02 1.186231e+13
2.038493e+02 1.130874e+12
2.052638e+02 6.117747e+12
2.066880e+02 7.089529e+11
2.081222e+02 1.560419e+13
2.095662e+02 1.460855e+12
2.110203e+02 1.889937e+13
2.124845e+02 1.150545e+13
2.139589e+02 2.456469e+12
2.154435e+02 1.112080e+13
2.169384e+02 2.921691e+12
2.184436e+02 9.924679e+11
2.199593e+02 1.747604e+13
2.214855e+02 1.272825e+13
2.230223e+02 3.251323e+13
2.245698e+02 3.954006e+13
2.261280e+02 8.292435e+12
2.276970e+02 2.251527e+14
2.292769e+02 2.259218e+15
2.308678e+02 8.198069e+16
2.324697e+02 7.567061e+15
2.340827e+02 4.119634e+16
2.357069e+02 1.789310e+17
2.373424e+02 3.590010e+16
2.389893e+02 2.204332e+17
2.406475e+02 7.679485e+16
2.423173e+02 6.350373e+17
2.439986e+02 2.712339e+17
2.456916e+02 1.612829e+17
2.473964e+02 8.329191e+17
2.491130e+02 1.299406e+19
2.508415e+02 4.988757e+18
2.525820e+02 1.129060e+18
2.543346e+02 6.205054e+18
2.560993e+02 2.377474e+18
2.578763e+02 3.067132e+19
2.596656e+02 2.249930e+18
2.614673e+02 6.894411e+18
2.632815e+02 1.213798e+19
2.651084e+02 1.173309e+20
2.669478e+02 3.404303e+20
2.688001e+02 4.398386e+19
2.706652e+02 2.351596e+19
2.725433e+02 6.700792e+19
2.744343e+02 4.986172e+19
2.763385e+02 3.712577e+19
2.782559e+02 1.206554e+19
2.801867e+02 1.295793e+20
2.821308e+02 3.806672e+20
2.840884e+02 1.311226e+20
2.860596e+02 6.583873e+19
2.880444e+02 2.069278e+19
2.900430e+02 2.079764e+20
2.920556e+02 4.720877e+19
2.940820e+02 9.772668e+19
2.961225e+02 1.366311e+19
2.981772e+02 2.037839e+20
3.002462e+02 1.756075e+20
3.023295e+02 1.932551e+19
3.044272e+02 2.049165e+18
3.065395e+02 9.941322e+19
3.086665e+02 4.465498e+19
3.108082e+02 3.793454e+18
3.129648e+02 3.229606e+18
3.151363e+02 1.117723e+19
3.173230e+02 1.277097e+18
3.195248e+02 1.027956e+19
3.217418e+02 5.000734e+18
3.239743e+02 1.168778e+19
3.262222e+02 1.315512e+19
3.284857e+02 1.249518e+19
3.307650e+02 4.002569e+18
3.330600e+02 4.445227e+18
3.353710e+02 1.977871e+19
3.376980e+02 4.647130e+18
3.400412e+02 1.652885e+18
3.424006e+02 2.645875e+18
3.447764e+02 1.723957e+18
3.471687e+02 9.089420e+18
3.495776e+02 2.320591e+18
3.520031e+02 4.125011e+18
3.544456e+02 1.314063e+18
3.569049e+02 3.633743e+17
3.593814e+02 3.964134e+18
3.618750e+02 1.003044e+18
3.643859e+02 1.318526e+18
3.669142e+02 6.849021e+18
3.694601e+02 1.383946e+18
3.720237e+02 7.646134e+18
3.746050e+02 8.110046e+18
3.772042e+02 1.466000e+18
3.798215e+02 1.347764e+18
3.824570e+02 1.502898e+18
3.851107e+02 8.521672e+17
3.877828e+02 8.256132e+17
3.904735e+02 1.423810e+18
3.931829e+02 1.999671e+18
3.959110e+02 2.490639e+18
3.986581e+02 1.079845e+18
4.014242e+02 6.660946e+17
4.042096e+02 3.967461e+17
4.070142e+02 5.922366e+17
4.098384e+02 2.156975e+18
4.126821e+02 2.885014e+18
4.155455e+02 1.861353e+18
4.184289e+02 7.671968e+18
4.213322e+02 5.470075e+18
4.242556e+02 1.005311e+18
4.271994e+02 3.611882e+17
4.301636e+02 1.054968e+18
4.331483e+02 2.971924e+18
4.361538e+02 1.594055e+18
4.391801e+02 8.359718e+17
4.422274e+02 5.810756e+17
4.452959e+02 4.830503e+17
4.483856e+02 3.298223e+17
4.514968e+02 3.676717e+18
4.546295e+02 9.253433e+18
4.577841e+02 1.831464e+17
4.609604e+02 4.505528e+17
4.641589e+02 2.840382e+17
4.673795e+02 2.792514e+17
4.706225e+02 6.493018e+16
4.738880e+02 3.262007e+17
4.771761e+02 2.717728e+17
4.804870e+02 2.038680e+18
4.838210e+02 1.077699e+17
4.871780e+02 2.540921e+17
4.905584e+02 4.999811e+16
4.939622e+02 1.782925e+16
4.973896e+02 3.038694e+17
5.008408e+02 8.230645e+17
5.043159e+02 2.122674e+17
5.078152e+02 4.857479e+16
5.113388e+02 1.110803e+17
5.148867e+02 2.909520e+16
5.184594e+02 3.725349e+16
5.220568e+02 1.093105e+17
5.256791e+02 1.222932e+16
5.293266e+02 4.031962e+16
5.329994e+02 2.301995e+16
5.366977e+02 1.103946e+16
5.404216e+02 4.232030e+16
5.441714e+02 2.205794e+15
5.479472e+02 1.381662e+16
5.517492e+02 6.402615e+15
5.555776e+02 3.360268e+15
5.594326e+02 1.776898e+15
5.633143e+02 9.509214e+15
5.672229e+02 1.543793e+16
5.711586e+02 5.198665e+15
5.751217e+02 7.026018e+15
5.791123e+02 4.819347e+15
5.831305e+02 1.010499e+16
5.871766e+02 1.924369e+16
5.912508e+02 2.011554e+15
5.953533e+02 1.849883e+15
5.994843e+02 1.116663e+15
6.036439e+02 9.126079e+14
6.078323e+02 5.289683e+15
6.120498e+02 1.184570e+15
6.162966e+02 2.371504e+15
6.205729e+02 4.753259e+15
6.248788e+02 2.368652e+15
6.292146e+02 1.395971e+15
6.335805e+02 5.218211e+14
6.379767e+02 3.333823e+14
6.424034e+02 1.066348e+15
6.468608e+02 1.261015e+15
6.513491e+02 1.852049e+15
6.558686e+02 9.246912e+14
6.604194e+02 7.689914e+14
6.650018e+02 1.382943e+15
6.696160e+02 1.921312e+15
6.742622e+02 1.240940e+15
6.789407e+02 1.910059e+15
6.836516e+02 1.325938e+15
6.883952e+02 3.331854e+14
6.931717e+02 1.228264e+15
6.979814e+02 6.418170e+14
7.028244e+02 7.075439e+14
7.077011e+02 4.718058e+13
7.126115e+02 5.036528e+14
7.175561e+02 5.624278e+14
7.225349e+02 1.767084e+15
7.275484e+02 2.057642e+14
7.325965e+02 2.134472e+15
7.376798e+02 1.058881e+14
7.427982e+02 2.044881e+14
7.479523e+02 3.219976e+14
7.531420e+02 8.700032e+13
7.583678e+02 2.996084e+14
7.636298e+02 1.204973e+14
7.689284e+02 3.075563e+14
7.742637e+02 5.744428e+14
7.796360e+02 1.088645e+14
7.850456e+02 1.731363e+14
7.904928e+02 8.243035e+13
7.959777e+02 1.076944e+15
8.015007e+02 8.550126e+13
8.070620e+02 3.243693e+13
8.126619e+02 2.681855e+14
8.183007e+02 7.070283e+14
8.239786e+02 7.343400e+13
8.296959e+02 6.675369e+13
8.354528e+02 9.338739e+13
8.412497e+02 2.351224e+13
8.470868e+02 3.034687e+14
8.529644e+02 7.679806e+13
8.588829e+02 7.307303e+13
8.648423e+02 8.385071e+13
8.708431e+02 1.120170e+14
8.768856e+02 1.442497e+14
8.829700e+02 7.260104e+13
8.890966e+02 1.461997e+14
8.952657e+02 1.642295e+14
9.014776e+02 2.396159e+13
9.077327e+02 2.464866e+13
