# wavelength_A flux_erg/s/cm2/A
# # Teff=6969.69696 logg=2.0 [M/H]=0.42
1.000000e+02 4.516590e+02
1.006939e+02 4.137403e-07
1.013925e+02 1.235207e+04
1.020961e+02 1.693115e+08
1.028045e+02 2.751059e+03
1.035178e+02 9.350765e+04
1.042361e+02 8.403924e+00
1.049593e+02 6.709589e+06
1.056876e+02 1.138459e+04
1.064209e+02 2.851425e+04
1.071593e+02 6.793416e+02
1.079029e+02 1.699227e+08
1.086516e+02 3.944722e+02
1.094055e+02 2.890626e+05
1.101646e+02 1.211351e+05
1.109290e+02 6.578042e+02
1.116987e+02 3.779807e+00
1.124737e+02 9.593434e+00
1.132541e+02 4.879751e-04
1.140400e+02 1.452999e+06
1.148312e+02 9.292917e+07
1.156280e+02 2.824055e+02
1.164303e+02 2.320732e+02
1.172382e+02 2.512545e-01
1.180517e+02 1.354980e+02
1.188708e+02 3.118537e+04
1.196956e+02 1.268514e+06
1.205261e+02 8.222196e-01
1.213624e+02 3.583306e+01
1.222045e+02 5.722405e-03
1.230524e+02 9.196598e+01
1.239062e+02 6.099223e+06
1.247660e+02 7.575507e+04
1.256317e+02 6.043893e+00
1.265034e+02 1.846593e+04
1.273811e+02 1.900428e+05
1.282650e+02 5.244086e+04
1.291550e+02 1.424050e+05
1.300511e+02 4.982653e+04
1.309535e+02 8.703720e+08
1.318621e+02 7.695852e+02
1.327771e+02 6.631593e+03
1.336984e+02 8.212253e+03
1.346261e+02 9.130925e-04
1.355602e+02 1.936940e+06
1.365008e+02 9.858994e+08
1.374479e+02 2.211027e+07
1.384016e+02 1.348609e+05
1.393619e+02 1.088941e+10
1.403289e+02 2.399666e+07
1.413026e+02 1.921903e+06
1.422830e+02 4.580622e+02
1.432703e+02 2.190690e+06
1.442644e+02 3.385955e+03
1.452654e+02 1.383304e+06
1.462733e+02 1.960957e-01
1.472883e+02 6.641929e-31
1.483103e+02 4.944738e-31
1.493393e+02 4.237107e-31
1.503755e+02 8.973836e-31
1.514189e+02 7.196075e-31
1.524696e+02 5.134350e-31
1.535275e+02 4.510319e-31
1.545928e+02 1.000804e-30
1.556654e+02 6.708241e-31
1.567455e+02 8.434397e-31
1.578331e+02 4.332512e-31
1.589283e+02 5.212554e-31
1.600310e+02 9.058336e-31
1.611414e+02 9.492920e-31
1.622595e+02 7.446727e-31
1.633854e+02 9.845689e-31
1.645191e+02 9.044820e-31
1.656606e+02 7.886892e-31
1.668101e+02 7.927244e-31
1.679675e+02 1.170103e-30
1.691330e+02 1.221241e-30
1.703065e+02 8.047211e-31
1.714882e+02 1.025111e-30
1.726781e+02 8.128053e-31
1.738762e+02 7.895625e-31
1.750827e+02 1.133701e-30
1.762975e+02 1.434959e-30
1.775208e+02 1.154331e-30
1.787526e+02 7.376548e-31
1.799929e+02 1.034818e-30
1.812418e+02 8.000694e-31
1.824993e+02 1.215399e-30
1.837656e+02 7.590760e-31
1.850407e+02 1.656482e-30
1.863246e+02 1.806468e-30
1.876175e+02 2.141194e-30
1.889193e+02 9.088860e-31
1.902301e+02 1.143512e-30
1.915501e+02 7.517309e-31
1.928792e+02 9.045296e-31
1.942175e+02 1.046932e-30
1.955651e+02 1.056038e-30
1.969220e+02 1.352068e-30
1.982884e+02 1.010947e-30
1.996642e+02 8.449226e-31
2.010496e+02 6.428636e-31
2.024447e+02 1.280979e-30
2.038493e+02 1.206623e-30
2.052638e+02 1.844111e-30
2.066880e+02 1.806071e-30
2.081222e+02 2.293599e-30
2.095662e+02 1.568202e-30
2.110203e+02 1.577667e-30
2.124845e+02 1.433774e-30
2.139589e+02 2.203412e-30
2.154435e+02 1.872315e-30
2.169384e+02 3.056442e-30
2.184436e+02 1.353565e-30
2.199593e+02 1.259148e-30
2.214855e+02 1.760755e-30
2.230223e+02 1.836401e-30
2.245698e+02 1.625536e-30
2.261280e+02 1.817354e-30
2.276970e+02 1.268628e-30
2.292769e+02 2.089396e-30
2.308678e+02 2.178338e-30
2.324697e+02 1.564694e-30
2.340827e+02 1.697772e-30
2.357069e+02 2.430238e-30
2.373424e+02 9.777605e-31
2.389893e+02 2.788947e-30
2.406475e+02 1.595589e-30
2.423173e+02 1.628409e-30
2.439986e+02 2.062881e-30
2.456916e+02 1.388926e-30
2.473964e+02 2.206337e-30
2.491130e+02 1.972284e-30
2.508415e+02 1.794953e-30
2.525820e+02 1.578263e-30
2.543346e+02 1.583122e-30
2.560993e+02 1.298652e-30
2.578763e+02 3.016462e-30
2.596656e+02 1.690258e-30
2.614673e+02 1.130966e-30
2.632815e+02 1.758745e-30
2.651084e+02 1.589713e-30
2.669478e+02 1.219280e-30
2.688001e+02 1.397198e-30
2.706652e+02 1.727315e-30
2.725433e+02 1.135505e-30
2.744343e+02 1.681344e-30
2.763385e+02 1.523278e-30
2.782559e+02 1.402645e-30
2.801867e+02 1.476512e-30
2.821308e+02 1.400688e-30
2.840884e+02 9.979511e-31
2.860596e+02 9.167274e-31
2.880444e+02 9.616456e-31
2.900430e+02 8.317785e-31
2.920556e+02 1.007552e-30
2.940820e+02 9.577932e-31
2.961225e+02 7.461262e-31
2.981772e+02 7.602704e-31
3.002462e+02 1.153479e-30
3.023295e+02 5.696418e-31
3.044272e+02 7.457331e-31
3.065395e+02 1.373012e-30
3.086665e+02 1.525367e-30
3.108082e+02 6.964314e-31
3.129648e+02 9.827544e-31
3.151363e+02 1.003251e-30
3.173230e+02 1.308729e-30
3.195248e+02 1.830587e-30
3.217418e+02 1.909049e-30
3.239743e+02 1.664577e-30
3.262222e+02 1.124350e-30
3.284857e+02 2.118055e-30
3.307650e+02 3.102942e-30
3.330600e+02 2.491646e-30
3.353710e+02 3.407968e-30
3.376980e+02 4.465145e-30
3.400412e+02 7.694137e-30
3.424006e+02 1.165809e-29
3.447764e+02 1.042111e-29
3.471687e+02 9.551048e-30
3.495776e+02 1.859294e-29
3.520031e+02 2.237494e-29
3.544456e+02 3.266466e-29
3.569049e+02 5.532845e-29
3.593814e+02 7.858091e-29
3.618750e+02 4.853427e-29
3.643859e+02 1.614969e-28
3.669142e+02 2.571129e-28
3.694601e+02 2.902820e-28
3.720237e+02 4.739469e-28
3.746050e+02 6.755931e-28
3.772042e+02 8.572460e-28
3.798215e+02 3.166892e-27
3.824570e+02 2.313966e-27
3.851107e+02 3.654822e-27
3.877828e+02 4.547673e-27
3.904735e+02 1.524510e-26
3.931829e+02 1.659810e-26
3.959110e+02 3.084721e-26
3.986581e+02 4.106123e-26
4.014242e+02 8.169531e-26
4.042096e+02 3.760544e-26
4.070142e+02 1.442142e-25
4.098384e+02 2.177706e-25
4.126821e+02 5.484508e-25
4.155455e+02 6.243790e-25
4.184289e+02 1.803297e-24
4.213322e+02 1.172412e-24
4.242556e+02 1.884847e-24
4.271994e+02 2.881341e-24
4.301636e+02 5.954576e-24
4.331483e+02 9.099884e-24
4.361538e+02 2.244078e-23
4.391801e+02 2.069632e-23
4.422274e+02 5.118432e-23
4.452959e+02 1.178763e-22
4.483856e+02 8.897898e-23
4.514968e+02 1.642032e-22
4.546295e+02 2.667624e-22
4.577841e+02 3.609503e-22
4.609604e+02 9.192027e-22
4.641589e+02 1.251429e-21
4.673795e+02 1.081592e-21
4.706225e+02 2.650143e-21
4.738880e+02 5.198927e-21
4.771761e+02 6.412309e-21
4.804870e+02 6.927616e-21
4.838210e+02 1.555069e-20
4.871780e+02 2.961514e-20
4.905584e+02 3.882806e-20
4.939622e+02 8.348638e-20
4.973896e+02 1.056284e-19
5.008408e+02 1.934852e-19
5.043159e+02 3.150011e-19
5.078152e+02 4.782060e-19
5.113388e+02 9.000162e-19
5.148867e+02 1.638106e-18
5.184594e+02 1.584242e-18
5.220568e+02 3.895839e-18
5.256791e+02 5.741377e-18
5.293266e+02 7.184801e-18
5.329994e+02 1.372644e-17
5.366977e+02 1.279169e-17
5.404216e+02 3.409270e-17
5.441714e+02 4.961619e-17
5.479472e+02 7.582264e-17
5.517492e+02 6.440561e-17
5.555776e+02 1.157138e-16
5.594326e+02 1.711442e-16
5.633143e+02 2.124101e-16
5.672229e+02 2.723918e-16
5.711586e+02 5.565674e-16
5.751217e+02 8.162286e-16
5.791123e+02 9.416682e-16
5.831305e+02 1.967906e-15
5.871766e+02 1.713412e-15
5.912508e+02 4.723697e-15
5.953533e+02 3.817755e-15
5.994843e+02 3.359478e-15
6.036439e+02 8.153007e-15
6.078323e+02 1.415486e-14
6.120498e+02 1.604090e-14
6.162966e+02 2.853899e-14
6.205729e+02 3.243636e-14
6.248788e+02 4.318359e-14
6.292146e+02 6.193048e-14
6.335805e+02 8.157771e-14
6.379767e+02 1.644074e-13
6.424034e+02 1.882457e-13
6.468608e+02 2.207335e-13
6.513491e+02 3.541667e-13
6.558686e+02 5.129662e-13
6.604194e+02 5.761686e-13
6.650018e+02 8.523188e-13
6.696160e+02 8.718774e-13
6.742622e+02 1.401281e-12
6.789407e+02 1.986345e-12
6.836516e+02 2.645381e-12
6.883952e+02 3.539194e-12
6.931717e+02 5.007745e-12
6.979814e+02 6.022735e-12
7.028244e+02 9.235386e-12
7.077011e+02 1.519240e-11
7.126115e+02 2.119842e-11
7.175561e+02 2.180180e-11
7.225349e+02 3.275581e-11
7.275484e+02 3.984740e-11
7.325965e+02 7.514850e-11
7.376798e+02 6.086152e-11
7.427982e+02 7.859523e-11
7.479523e+02 1.515591e-10
7.531420e+02 1.500790e-10
7.583678e+02 2.162410e-10
7.636298e+02 3.081052e-10
7.689284e+02 2.951425e-10
7.742637e+02 4.689261e-10
7.796360e+02 6.202630e-10
7.850456e+02 7.230908e-10
7.904928e+02 8.134624e-10
7.959777e+02 1.235364e-09
8.015007e+02 1.737830e-09
8.070620e+02 2.457742e-09
8.126619e+02 4.251871e-09
8.183007e+02 2.416402e-09
8.239786e+02 3.885578e-09
8.296959e+02 3.929752e-09
8.354528e+02 6.181974e-09
8.412497e+02 7.138394e-09
8.470868e+02 1.135313e-08
8.529644e+02 1.506079e-08
8.588829e+02 1.506556e-08
8.648423e+02 2.037481e-08
8.708431e+02 3.042133e-08
8.768856e+02 3.807575e-08
8.829700e+02 4.737087e-08
8.890966e+02 4.741562e-08
8.952657e+02 6.961745e-08
9.014776e+02 1.282186e-07
9.077327e+02 3.730875e-05
9.140311e+02 1.253402e-04
9.203732e+02 4.234120e-04
9.267593e+02 4.823277e-04
9.331898e+02 7.598603e-04
9.396648e+02 1.210476e-03
9.461848e+02 1.220292e-03
9.527500e+02 1.566725e-03
9.593608e+02 3.165531e-03
9.660175e+02 2.137228e-03
9.727203e+02 2.617002e-03
9.794697e+02 3.221296e-03
9.862658e+02 4.343168e-03
9.931092e+02 5.217939e-03
1.000000e+03 7.192470e-03
1.006939e+03 7.216874e-03
1.013925e+03 7.590839e-03
1.020961e+03 1.052691e-02
1.028045e+03 1.173764e-02
1.035178e+03 1.932885e-02
1.042361e+03 1.677681e-02
1.049593e+03 2.499363e-02
1.056876e+03 3.295662e-02
1.064209e+03 3.319336e-02
1.071593e+03 3.560457e-02
1.079029e+03 3.667651e-02
1.086516e+03 7.757225e-02
1.094055e+03 7.009941e-02
1.101646e+03 1.616671e-01
1.109290e+03 3.280309e-01
1.116987e+03 4.870531e-01
1.124737e+03 8.869241e-01
1.132541e+03 8.227790e-01
1.140400e+03 1.356364e+00
1.148312e+03 2.063466e+00
1.156280e+03 1.478655e+00
1.164303e+03 2.632340e+00
1.172382e+03 2.547214e+00
1.180517e+03 3.172807e+00
1.188708e+03 1.803986e+00
1.196956e+03 1.227154e+00
1.205261e+03 1.107492e+00
1.213624e+03 5.902706e-01
1.222045e+03 1.352528e+00
1.230524e+03 3.649865e+00
1.239062e+03 5.853695e+00
1.247660e+03 8.912002e+00
1.256317e+03 1.159302e+01
1.265034e+03 1.412521e+01
1.273811e+03 1.595845e+01
1.282650e+03 3.021859e+01
1.291550e+03 4.481160e+01
1.300511e+03 3.007610e+01
1.309535e+03 3.683586e+01
