# wavelength_A flux_erg/s/cm2/A
# # Teff=696.0 logg=2.0 [M/H]=0.036
1.000000e+02 8.056829e+01
1.006939e+02 4.794794e-06
1.013925e+02 8.461002e-01
1.020961e+02 3.505348e+13
1.028045e+02 6.313540e+09
1.035178e+02 1.131726e+07
1.042361e+02 1.146356e+02
1.049593e+02 2.514826e+11
1.056876e+02 9.814443e+02
1.064209e+02 3.188139e+11
1.071593e+02 1.071494e+01
1.079029e+02 1.074506e+13
1.086516e+02 3.544682e+03
1.094055e+02 4.001470e+11
1.101646e+02 4.303633e+01
1.109290e+02 2.245869e-04
1.116987e+02 4.891770e+03
1.124737e+02 7.155516e-06
1.132541e+02 4.025166e-04
1.140400e+02 3.167991e+05
1.148312e+02 1.501869e+17
1.156280e+02 1.433367e+04
1.164303e+02 2.231704e-05
1.172382e+02 1.725199e-02
1.180517e+02 2.163109e+01
1.188708e+02 4.861320e+11
1.196956e+02 2.647419e-04
1.205261e+02 2.602637e-02
1.213624e+02 2.893865e+05
1.222045e+02 1.662125e-04
1.230524e+02 1.841974e+04
1.239062e+02 1.099405e+08
1.247660e+02 9.503174e+00
1.256317e+02 2.265479e+02
1.265034e+02 3.590020e+03
1.273811e+02 8.273229e+08
1.282650e+02 6.218447e+01
1.291550e+02 2.717939e+02
1.300511e+02 3.668266e+11
1.309535e+02 7.961716e+12
1.318621e+02 2.232019e-03
1.327771e+02 5.738220e+06
1.336984e+02 6.919752e+01
1.346261e+02 1.464733e-02
1.355602e+02 1.460207e+08
1.365008e+02 2.998413e+07
1.374479e+02 4.230516e+05
1.384016e+02 1.338277e+02
1.393619e+02 1.414107e+15
1.403289e+02 2.084062e+06
1.413026e+02 3.282308e+02
1.422830e+02 1.868111e-02
1.432703e+02 1.741609e+09
1.442644e+02 8.559744e+08
1.452654e+02 6.181499e+05
1.462733e+02 9.813053e-05
1.472883e+02 1.543651e-33
1.483103e+02 2.623047e-32
1.493393e+02 6.618517e-32
1.503755e+02 3.963055e-33
1.514189e+02 4.897515e-33
1.524696e+02 2.585782e-32
1.535275e+02 2.431326e-31
1.545928e+02 1.168387e-32
1.556654e+02 1.267637e-31
1.567455e+02 1.333750e-31
1.578331e+02 1.671096e-32
1.589283e+02 6.486776e-32
1.600310e+02 3.176810e-33
1.611414e+02 4.744364e-33
1.622595e+02 2.135409e-32
1.633854e+02 1.268573e-32
1.645191e+02 3.431051e-33
1.656606e+02 2.931646e-32
1.668101e+02 5.178532e-33
1.679675e+02 1.736602e-33
1.691330e+02 4.395046e-33
1.703065e+02 5.653029e-33
1.714882e+02 1.820989e-33
1.726781e+02 1.481918e-32
1.738762e+02 3.753333e-33
1.750827e+02 1.850228e-32
1.762975e+02 1.386062e-31
1.775208e+02 2.737939e-34
1.787526e+02 4.147500e-33
1.799929e+02 5.824195e-33
1.812418e+02 3.236294e-33
1.824993e+02 3.754520e-33
1.837656e+02 6.140668e-34
1.850407e+02 6.265601e-33
1.863246e+02 4.762192e-34
1.876175e+02 1.186569e-31
1.889193e+02 5.551661e-34
1.902301e+02 2.338680e-32
1.915501e+02 1.803400e-33
1.928792e+02 4.699859e-33
1.942175e+02 3.030791e-33
1.955651e+02 7.702420e-34
1.969220e+02 8.086359e-33
1.982884e+02 9.500386e-34
1.996642e+02 3.396328e-33
2.010496e+02 5.971572e-34
2.024447e+02 9.842359e-33
2.038493e+02 3.279734e-33
2.052638e+02 1.385411e-33
2.066880e+02 3.003257e-34
2.081222e+02 1.354707e-32
2.095662e+02 1.862523e-32
2.110203e+02 2.763768e-34
2.124845e+02 2.424726e-33
2.139589e+02 2.758142e-33
2.154435e+02 1.312932e-32
2.169384e+02 4.486099e-32
2.184436e+02 4.461715e-33
2.199593e+02 7.260422e-33
2.214855e+02 4.463361e-33
2.230223e+02 1.021457e-33
2.245698e+02 1.551719e-32
2.261280e+02 2.285464e-33
2.276970e+02 1.200570e-33
2.292769e+02 7.735983e-33
2.308678e+02 1.601261e-32
2.324697e+02 3.427948e-34
2.340827e+02 2.892448e-34
2.357069e+02 8.948687e-33
2.373424e+02 3.421300e-33
2.389893e+02 1.728590e-32
2.406475e+02 6.348421e-33
2.423173e+02 7.531816e-33
2.439986e+02 8.079968e-33
2.456916e+02 4.871044e-33
2.473964e+02 1.336236e-32
2.491130e+02 1.043727e-31
2.508415e+02 3.731735e-33
2.525820e+02 1.203416e-31
2.543346e+02 5.746952e-33
2.560993e+02 1.048133e-33
2.578763e+02 4.197103e-32
2.596656e+02 1.100156e-33
2.614673e+02 4.014046e-32
2.632815e+02 2.515925e-32
2.651084e+02 1.795702e-33
2.669478e+02 7.372046e-33
2.688001e+02 9.517341e-33
2.706652e+02 6.650657e-33
2.725433e+02 2.073135e-33
2.744343e+02 1.868741e-33
2.763385e+02 4.462400e-32
2.782559e+02 9.822840e-34
2.801867e+02 1.394531e-33
2.821308e+02 2.087323e-31
2.840884e+02 3.372665e-33
2.860596e+02 7.125974e-33
2.880444e+02 2.091030e-32
2.900430e+02 6.329823e-33
2.920556e+02 2.309681e-33
2.940820e+02 1.702476e-32
2.961225e+02 1.052464e-30
2.981772e+02 4.175445e-32
3.002462e+02 1.516390e-32
3.023295e+02 1.515618e-32
3.044272e+02 1.115340e-32
3.065395e+02 1.023361e-33
3.086665e+02 2.488605e-32
3.108082e+02 4.282230e-32
3.129648e+02 5.881723e-33
3.151363e+02 2.256253e-32
3.173230e+02 3.455837e-32
3.195248e+02 2.183980e-33
3.217418e+02 2.093327e-32
3.239743e+02 9.167596e-32
3.262222e+02 5.481763e-32
3.284857e+02 6.231025e-34
3.307650e+02 1.871320e-33
3.330600e+02 4.301399e-33
3.353710e+02 5.748290e-32
3.376980e+02 9.182546e-33
3.400412e+02 7.203696e-33
3.424006e+02 4.831288e-33
3.447764e+02 9.925486e-32
3.471687e+02 3.085236e-34
3.495776e+02 4.046100e-34
3.520031e+02 8.257692e-34
3.544456e+02 1.463690e-32
3.569049e+02 3.027265e-32
3.593814e+02 2.314454e-33
3.618750e+02 2.258543e-34
3.643859e+02 5.418548e-33
3.669142e+02 7.481113e-33
3.694601e+02 8.866456e-33
3.720237e+02 1.183821e-32
3.746050e+02 9.869283e-34
3.772042e+02 2.009011e-33
3.798215e+02 4.249986e-34
3.824570e+02 2.210187e-33
3.851107e+02 4.013676e-34
3.877828e+02 2.204216e-34
3.904735e+02 8.797955e-35
3.931829e+02 1.331836e-33
3.959110e+02 6.132475e-34
3.986581e+02 1.309425e-33
4.014242e+02 1.430673e-33
4.042096e+02 2.903011e-35
4.070142e+02 8.785213e-34
4.098384e+02 4.336186e-34
4.126821e+02 1.232021e-34
4.155455e+02 2.314678e-34
4.184289e+02 7.102291e-34
4.213322e+02 1.855868e-34
4.242556e+02 3.146098e-34
4.271994e+02 1.080343e-33
4.301636e+02 1.945538e-35
4.331483e+02 3.975606e-35
4.361538e+02 1.314068e-34
4.391801e+02 3.596196e-35
4.422274e+02 1.688173e-35
4.452959e+02 2.050677e-35
4.483856e+02 3.492962e-35
4.514968e+02 9.608393e-36
4.546295e+02 8.630711e-35
4.577841e+02 1.340368e-35
4.609604e+02 5.664809e-36
4.641589e+02 1.506612e-36
4.673795e+02 6.154113e-36
4.706225e+02 1.911910e-35
4.738880e+02 3.041244e-36
4.771761e+02 8.707314e-36
4.804870e+02 1.773023e-36
4.838210e+02 1.612248e-36
4.871780e+02 5.557906e-36
4.905584e+02 1.604675e-36
4.939622e+02 2.772083e-36
4.973896e+02 1.781547e-37
5.008408e+02 7.231274e-37
5.043159e+02 1.284839e-36
5.078152e+02 6.259385e-37
5.113388e+02 3.045976e-37
5.148867e+02 2.911821e-39
5.184594e+02 3.136055e-36
5.220568e+02 5.958474e-38
5.256791e+02 6.381407e-39
5.293266e+02 1.493108e-38
5.329994e+02 2.101054e-37
5.366977e+02 9.900105e-38
