# wavelength_A flux_erg/s/cm2/A
# # Teff=6969.0 logg=3.0 [M/H]=0.036
1.000000e+02 5.806980e+02
1.006939e+02 4.229568e-07
1.013925e+02 2.129219e+04
1.020961e+02 8.488130e+07
1.028045e+02 1.735201e+03
1.035178e+02 1.501539e+05
1.042361e+02 1.118647e+01
1.049593e+02 4.084069e+06
1.056876e+02 3.134007e+04
1.064209e+02 1.561934e+04
1.071593e+02 6.015650e+02
1.079029e+02 1.502126e+08
1.086516e+02 5.883599e+02
1.094055e+02 1.713808e+05
1.101646e+02 1.390480e+05
1.109290e+02 8.062466e+02
1.116987e+02 4.109203e+00
1.124737e+02 9.939944e+00
1.132541e+02 5.599118e-04
1.140400e+02 1.839535e+06
1.148312e+02 5.179374e+07
1.156280e+02 2.180250e+02
1.164303e+02 4.648541e+02
1.172382e+02 4.045689e-01
1.180517e+02 1.664548e+02
1.188708e+02 1.882653e+04
1.196956e+02 3.544740e+06
1.205261e+02 8.207877e-01
1.213624e+02 2.354552e+01
1.222045e+02 3.622174e-03
1.230524e+02 1.960205e+02
1.239062e+02 6.817794e+06
1.247660e+02 9.217911e+04
1.256317e+02 5.240566e+00
1.265034e+02 1.582194e+04
1.273811e+02 1.095527e+05
1.282650e+02 6.190805e+04
1.291550e+02 2.179058e+05
1.300511e+02 4.128835e+04
1.309535e+02 7.282250e+08
1.318621e+02 1.749550e+03
1.327771e+02 2.582811e+03
1.336984e+02 1.005904e+04
1.346261e+02 3.958113e-04
1.355602e+02 2.233366e+06
1.365008e+02 1.243412e+09
1.374479e+02 3.454896e+07
1.384016e+02 1.859258e+05
1.393619e+02 1.062451e+10
1.403289e+02 4.326322e+07
1.413026e+02 2.350568e+06
1.422830e+02 6.596514e+02
1.432703e+02 9.536651e+05
1.442644e+02 1.748608e+03
1.452654e+02 1.493718e+06
1.462733e+02 2.608430e-01
1.472883e+02 4.225215e-31
1.483103e+02 3.623576e-31
1.493393e+02 3.411682e-31
1.503755e+02 5.698270e-31
1.514189e+02 4.101797e-31
1.524696e+02 4.067998e-31
1.535275e+02 3.109954e-31
1.545928e+02 5.950498e-31
1.556654e+02 6.584076e-31
1.567455e+02 6.973496e-31
1.578331e+02 4.365593e-31
1.589283e+02 4.463773e-31
1.600310e+02 6.118674e-31
1.611414e+02 6.966333e-31
1.622595e+02 7.046150e-31
1.633854e+02 6.487574e-31
1.645191e+02 5.613568e-31
1.656606e+02 4.856625e-31
1.668101e+02 5.452134e-31
1.679675e+02 8.955411e-31
1.691330e+02 9.210779e-31
1.703065e+02 8.697491e-31
1.714882e+02 1.333703e-30
1.726781e+02 7.032177e-31
1.738762e+02 5.985357e-31
1.750827e+02 1.108182e-30
1.762975e+02 9.456136e-31
1.775208e+02 7.629262e-31
1.787526e+02 5.524493e-31
1.799929e+02 8.118420e-31
1.812418e+02 5.904784e-31
1.824993e+02 8.045868e-31
1.837656e+02 6.380930e-31
1.850407e+02 1.377288e-30
1.863246e+02 1.585126e-30
1.876175e+02 1.994619e-30
1.889193e+02 8.293637e-31
1.902301e+02 9.931067e-31
1.915501e+02 5.460761e-31
1.928792e+02 6.139725e-31
1.942175e+02 8.554821e-31
1.955651e+02 8.051806e-31
1.969220e+02 9.221707e-31
1.982884e+02 7.299846e-31
1.996642e+02 6.161930e-31
2.010496e+02 6.154140e-31
2.024447e+02 9.072111e-31
2.038493e+02 1.056688e-30
2.052638e+02 1.374762e-30
2.066880e+02 1.500952e-30
2.081222e+02 1.464899e-30
2.095662e+02 1.317333e-30
2.110203e+02 8.775688e-31
2.124845e+02 1.206464e-30
2.139589e+02 1.184560e-30
2.154435e+02 1.301073e-30
2.169384e+02 1.687543e-30
2.184436e+02 7.736968e-31
2.199593e+02 9.205683e-31
2.214855e+02 1.266702e-30
2.230223e+02 1.031017e-30
2.245698e+02 1.382051e-30
2.261280e+02 1.102434e-30
2.276970e+02 8.414269e-31
2.292769e+02 1.726829e-30
2.308678e+02 1.581593e-30
2.324697e+02 1.159340e-30
2.340827e+02 8.962887e-31
2.357069e+02 1.618683e-30
2.373424e+02 6.470387e-31
2.389893e+02 1.423334e-30
2.406475e+02 9.950452e-31
2.423173e+02 1.146580e-30
2.439986e+02 1.213169e-30
2.456916e+02 7.219183e-31
2.473964e+02 1.693096e-30
2.491130e+02 1.099572e-30
2.508415e+02 1.535395e-30
2.525820e+02 9.738606e-31
2.543346e+02 9.694652e-31
2.560993e+02 6.605102e-31
2.578763e+02 1.694747e-30
2.596656e+02 1.236189e-30
2.614673e+02 6.947207e-31
2.632815e+02 1.245114e-30
2.651084e+02 8.934275e-31
2.669478e+02 1.195178e-30
2.688001e+02 1.040277e-30
2.706652e+02 1.047622e-30
2.725433e+02 7.772046e-31
2.744343e+02 1.346025e-30
2.763385e+02 7.987494e-31
2.782559e+02 8.490815e-31
2.801867e+02 8.037180e-31
2.821308e+02 9.217496e-31
2.840884e+02 7.803444e-31
2.860596e+02 6.151168e-31
2.880444e+02 6.375383e-31
2.900430e+02 6.067457e-31
2.920556e+02 8.302165e-31
2.940820e+02 9.755472e-31
2.961225e+02 7.284665e-31
2.981772e+02 7.829602e-31
3.002462e+02 9.061280e-31
3.023295e+02 6.275212e-31
3.044272e+02 7.772251e-31
3.065395e+02 1.484275e-30
3.086665e+02 1.626293e-30
3.108082e+02 1.228784e-30
3.129648e+02 1.711923e-30
3.151363e+02 1.919811e-30
3.173230e+02 1.865273e-30
3.195248e+02 3.644868e-30
3.217418e+02 4.203338e-30
3.239743e+02 3.009476e-30
3.262222e+02 2.939666e-30
3.284857e+02 5.578178e-30
3.307650e+02 8.913895e-30
3.330600e+02 8.270649e-30
3.353710e+02 1.190338e-29
3.376980e+02 1.902512e-29
3.400412e+02 2.825638e-29
3.424006e+02 4.723988e-29
3.447764e+02 4.628635e-29
3.471687e+02 4.266124e-29
3.495776e+02 1.067936e-28
3.520031e+02 1.302079e-28
3.544456e+02 1.760051e-28
3.569049e+02 3.312333e-28
3.593814e+02 5.266815e-28
3.618750e+02 3.231592e-28
3.643859e+02 1.420805e-27
3.669142e+02 2.970802e-27
3.694601e+02 2.766160e-27
3.720237e+02 3.932437e-27
3.746050e+02 6.204918e-27
3.772042e+02 1.257512e-26
3.798215e+02 2.937227e-26
3.824570e+02 3.469981e-26
3.851107e+02 5.119152e-26
3.877828e+02 6.676791e-26
3.904735e+02 1.796720e-25
3.931829e+02 2.251739e-25
3.959110e+02 4.426621e-25
3.986581e+02 6.673332e-25
4.014242e+02 1.281412e-24
4.042096e+02 6.733419e-25
4.070142e+02 2.496619e-24
4.098384e+02 3.228060e-24
4.126821e+02 9.734030e-24
4.155455e+02 1.302771e-23
4.184289e+02 2.842678e-23
4.213322e+02 2.122842e-23
4.242556e+02 3.762245e-23
4.271994e+02 6.316161e-23
4.301636e+02 1.487878e-22
4.331483e+02 2.428722e-22
4.361538e+02 4.349288e-22
4.391801e+02 5.750890e-22
4.422274e+02 8.901376e-22
4.452959e+02 2.034396e-21
4.483856e+02 1.810328e-21
4.514968e+02 3.431653e-21
4.546295e+02 4.901323e-21
4.577841e+02 8.849184e-21
4.609604e+02 1.425856e-20
4.641589e+02 1.842274e-20
4.673795e+02 2.680507e-20
4.706225e+02 4.660661e-20
4.738880e+02 1.035727e-19
4.771761e+02 1.375378e-19
4.804870e+02 1.577126e-19
4.838210e+02 3.467817e-19
4.871780e+02 6.302168e-19
4.905584e+02 6.454323e-19
4.939622e+02 1.663854e-18
4.973896e+02 1.654941e-18
5.008408e+02 3.846670e-18
5.043159e+02 5.914205e-18
5.078152e+02 8.361003e-18
5.113388e+02 1.683538e-17
5.148867e+02 2.521877e-17
5.184594e+02 3.234247e-17
5.220568e+02 6.414675e-17
5.256791e+02 9.795055e-17
5.293266e+02 9.928538e-17
5.329994e+02 2.325999e-16
5.366977e+02 2.076689e-16
5.404216e+02 4.469403e-16
5.441714e+02 5.955753e-16
5.479472e+02 1.074443e-15
5.517492e+02 9.110561e-16
5.555776e+02 1.658236e-15
5.594326e+02 2.254035e-15
5.633143e+02 2.835310e-15
5.672229e+02 3.213872e-15
5.711586e+02 8.561850e-15
5.751217e+02 1.058737e-14
5.791123e+02 1.100881e-14
5.831305e+02 2.137389e-14
5.871766e+02 2.584999e-14
5.912508e+02 4.840570e-14
5.953533e+02 5.426383e-14
5.994843e+02 4.663568e-14
6.036439e+02 8.558128e-14
6.078323e+02 1.182166e-13
6.120498e+02 1.670106e-13
6.162966e+02 2.948652e-13
6.205729e+02 3.371139e-13
6.248788e+02 3.840120e-13
6.292146e+02 6.558851e-13
6.335805e+02 8.486677e-13
6.379767e+02 1.231980e-12
6.424034e+02 1.620945e-12
6.468608e+02 2.198830e-12
6.513491e+02 3.549242e-12
6.558686e+02 4.230404e-12
6.604194e+02 4.614103e-12
6.650018e+02 6.885469e-12
6.696160e+02 8.430378e-12
6.742622e+02 1.087878e-11
6.789407e+02 1.442766e-11
6.836516e+02 1.896580e-11
6.883952e+02 2.565489e-11
6.931717e+02 3.785216e-11
6.979814e+02 4.859228e-11
7.028244e+02 6.328684e-11
7.077011e+02 7.883221e-11
7.126115e+02 1.179757e-10
7.175561e+02 1.348697e-10
7.225349e+02 2.010975e-10
7.275484e+02 2.288809e-10
7.325965e+02 4.521455e-10
7.376798e+02 4.150625e-10
7.427982e+02 4.391515e-10
7.479523e+02 1.007465e-09
7.531420e+02 9.311771e-10
7.583678e+02 1.041781e-09
7.636298e+02 1.766572e-09
7.689284e+02 2.042552e-09
7.742637e+02 2.542735e-09
7.796360e+02 3.640780e-09
7.850456e+02 3.680118e-09
7.904928e+02 4.472829e-09
7.959777e+02 6.824535e-09
8.015007e+02 7.880192e-09
8.070620e+02 1.287491e-08
8.126619e+02 1.675259e-08
8.183007e+02 1.308735e-08
8.239786e+02 2.161926e-08
8.296959e+02 2.101428e-08
8.354528e+02 3.403555e-08
8.412497e+02 3.997641e-08
8.470868e+02 5.464948e-08
8.529644e+02 6.271823e-08
8.588829e+02 7.677968e-08
8.648423e+02 9.754529e-08
8.708431e+02 1.459149e-07
8.768856e+02 1.617972e-07
8.829700e+02 1.793854e-07
8.890966e+02 2.166621e-07
8.952657e+02 2.477673e-07
9.014776e+02 4.121398e-07
9.077327e+02 1.284570e-04
9.140311e+02 4.676179e-04
9.203732e+02 1.434444e-03
9.267593e+02 1.890370e-03
9.331898e+02 2.668527e-03
9.396648e+02 3.936953e-03
9.461848e+02 4.229287e-03
9.527500e+02 7.106414e-03
9.593608e+02 9.976252e-03
9.660175e+02 8.099816e-03
9.727203e+02 9.912216e-03
9.794697e+02 1.029614e-02
9.862658e+02 1.631296e-02
9.931092e+02 1.756433e-02
1.000000e+03 2.514675e-02
1.006939e+03 3.010829e-02
1.013925e+03 2.711619e-02
1.020961e+03 3.961239e-02
1.028045e+03 3.869580e-02
1.035178e+03 7.132475e-02
1.042361e+03 6.385370e-02
1.049593e+03 8.655751e-02
1.056876e+03 1.040234e-01
1.064209e+03 1.103212e-01
1.071593e+03 1.281568e-01
1.079029e+03 1.266808e-01
1.086516e+03 1.921813e-01
1.094055e+03 2.032088e-01
1.101646e+03 4.506928e-01
1.109290e+03 8.521331e-01
1.116987e+03 1.516720e+00
1.124737e+03 2.392330e+00
1.132541e+03 2.981243e+00
1.140400e+03 3.387824e+00
1.148312e+03 4.738614e+00
1.156280e+03 5.103887e+00
1.164303e+03 5.847496e+00
1.172382e+03 7.847900e+00
1.180517e+03 8.134529e+00
1.188708e+03 5.012908e+00
1.196956e+03 4.187613e+00
1.205261e+03 3.691779e+00
1.213624e+03 1.672639e+00
1.222045e+03 3.850817e+00
1.230524e+03 9.139180e+00
1.239062e+03 1.746437e+01
1.247660e+03 2.604241e+01
1.256317e+03 3.101830e+01
1.265034e+03 3.490277e+01
1.273811e+03 4.996149e+01
1.282650e+03 7.005231e+01
1.291550e+03 9.556343e+01
1.300511e+03 7.913354e+01
1.309535e+03 1.062471e+02
1.318621e+03 1.146029e+02
1.327771e+03 1.454386e+02
1.336984e+03 1.619749e+02
1.346261e+03 2.096281e+02
1.355602e+03 1.935988e+02
1.365008e+03 2.226050e+02
1.374479e+03 2.399383e+02
1.384016e+03 2.857819e+02
1.393619e+03 2.904733e+02
1.403289e+03 4.166549e+02
1.413026e+03 4.106756e+02
1.422830e+03 4.084791e+02
1.432703e+03 5.335580e+02
1.442644e+03 5.491889e+02
1.452654e+03 6.675369e+02
1.462733e+03 6.611803e+02
1.472883e+03 8.536313e+02
1.483103e+03 9.192855e+02
1.493393e+03 1.099567e+03
1.503755e+03 9.503380e+02
1.514189e+03 1.281393e+03
1.524696e+03 1.453542e+03
1.535275e+03 4.757590e+03
1.545928e+03 3.939706e+03
1.556654e+03 4.694495e+03
1.567455e+03 5.653743e+03
1.578331e+03 7.156502e+03
1.589283e+03 7.806649e+03
1.600310e+03 9.644260e+03
1.611414e+03 1.265832e+04
1.622595e+03 1.154774e+04
1.633854e+03 1.185711e+04
1.645191e+03 2.009885e+04
1.656606e+03 1.394375e+04
1.668101e+03 2.000280e+04
1.679675e+03 3.951003e+04
1.691330e+03 5.304875e+04
1.703065e+03 1.154341e+05
1.714882e+03 2.343621e+05
1.726781e+03 4.010795e+05
1.738762e+03 5.712753e+05
1.750827e+03 6.552013e+05
1.762975e+03 3.875259e+05
1.775208e+03 7.026573e+05
1.787526e+03 7.496275e+05
1.799929e+03 1.018170e+06
1.812418e+03 7.719929e+05
1.824993e+03 7.018262e+05
1.837656e+03 7.424781e+05
1.850407e+03 6.737012e+05
1.863246e+03 1.132746e+06
1.876175e+03 1.234910e+06
1.889193e+03 1.991368e+06
1.902301e+03 1.073282e+06
1.915501e+03 1.256766e+06
1.928792e+03 9.228210e+05
1.942175e+03 1.443996e+06
1.955651e+03 1.545672e+06
1.969220e+03 2.121085e+06
1.982884e+03 1.539137e+06
1.996642e+03 1.895396e+06
2.010496e+03 2.282255e+06
2.024447e+03 1.647584e+06
2.038493e+03 1.929841e+06
2.052638e+03 2.764066e+06
2.066880e+03 2.140242e+06
2.081222e+03 3.181606e+06
2.095662e+03 3.900247e+06
2.110203e+03 3.032695e+06
2.124845e+03 2.921069e+06
2.139589e+03 2.401986e+06
2.154435e+03 3.058416e+06
2.169384e+03 3.163382e+06
2.184436e+03 4.125745e+06
2.199593e+03 4.621850e+06
2.214855e+03 3.054342e+06
2.230223e+03 3.571171e+06
2.245698e+03 3.460196e+06
2.261280e+03 3.304712e+06
2.276970e+03 3.700701e+06
2.292769e+03 3.607043e+06
2.308678e+03 3.872235e+06
2.324697e+03 3.386751e+06
2.340827e+03 2.229994e+06
2.357069e+03 2.820564e+06
2.373424e+03 2.715760e+06
2.389893e+03 1.999050e+06
2.406475e+03 2.658594e+06
2.423173e+03 4.205406e+06
2.439986e+03 4.108454e+06
2.456916e+03 4.178123e+06
2.473964e+03 4.538744e+06
2.491130e+03 3.293815e+06
2.508415e+03 3.351462e+06
2.525820e+03 2.210454e+06
2.543346e+03 3.041364e+06
2.560993e+03 4.371238e+06
2.578763e+03 3.826392e+06
2.596656e+03 4.115393e+06
2.614673e+03 3.082327e+06
2.632815e+03 5.440814e+06
2.651084e+03 9.055770e+06
2.669478e+03 6.826648e+06
2.688001e+03 7.091437e+06
2.706652e+03 6.423619e+06
2.725433e+03 6.600216e+06
2.744343e+03 4.620907e+06
2.763385e+03 4.790279e+06
2.782559e+03 4.002538e+06
2.801867e+03 1.642432e+06
2.821308e+03 6.058004e+06
2.840884e+03 6.848179e+06
2.860596e+03 6.250498e+06
2.880444e+03 9.164275e+06
2.900430e+03 9.175310e+06
2.920556e+03 9.574904e+06
2.940820e+03 9.355324e+06
2.961225e+03 9.565909e+06
2.981772e+03 9.018779e+06
3.002462e+03 1.106827e+07
3.023295e+03 1.050511e+07
3.044272e+03 1.146968e+07
3.065395e+03 1.036774e+07
3.086665e+03 1.392469e+07
3.108082e+03 1.246898e+07
3.129648e+03 1.252598e+07
3.151363e+03 1.108700e+07
3.173230e+03 1.386543e+07
3.195248e+03 1.269044e+07
3.217418e+03 1.072955e+07
3.239743e+03 1.054382e+07
3.262222e+03 1.395312e+07
3.284857e+03 1.140686e+07
3.307650e+03 1.256209e+07
3.330600e+03 1.450903e+07
3.353710e+03 1.165761e+07
3.376980e+03 1.387936e+07
3.400412e+03 1.475333e+07
3.424006e+03 1.323794e+07
3.447764e+03 1.403678e+07
3.471687e+03 1.551198e+07
3.495776e+03 1.515222e+07
3.520031e+03 1.449422e+07
3.544456e+03 1.245024e+07
3.569049e+03 1.489895e+07
3.593814e+03 1.425120e+07
3.618750e+03 1.288891e+07
3.643859e+03 1.290341e+07
3.669142e+03 1.474112e+07
3.694601e+03 1.448461e+07
3.720237e+03 1.640338e+07
3.746050e+03 1.855949e+07
3.772042e+03 1.994483e+07
3.798215e+03 2.226819e+07
3.824570e+03 2.453175e+07
3.851107e+03 2.825893e+07
3.877828e+03 2.613612e+07
3.904735e+03 2.618863e+07
3.931829e+03 1.630953e+07
3.959110e+03 1.829751e+07
3.986581e+03 2.902316e+07
4.014242e+03 3.126436e+07
4.042096e+03 4.002876e+07
4.070142e+03 3.174314e+07
4.098384e+03 2.406288e+07
4.126821e+03 3.110951e+07
4.155455e+03 3.431510e+07
4.184289e+03 3.191809e+07
4.213322e+03 3.025092e+07
4.242556e+03 2.603256e+07
4.271994e+03 4.058620e+07
4.301636e+03 2.710647e+07
4.331483e+03 2.663526e+07
4.361538e+03 2.705955e+07
4.391801e+03 2.812305e+07
4.422274e+03 2.815604e+07
4.452959e+03 2.833872e+07
4.483856e+03 3.274208e+07
4.514968e+03 2.952799e+07
4.546295e+03 3.005447e+07
4.577841e+03 3.266036e+07
4.609604e+03 3.432497e+07
4.641589e+03 1.986380e+07
4.673795e+03 2.862705e+07
4.706225e+03 2.913523e+07
4.738880e+03 2.863026e+07
4.771761e+03 2.163978e+07
4.804870e+03 2.287101e+07
4.838210e+03 2.640778e+07
4.871780e+03 1.996916e+07
4.905584e+03 3.156949e+07
4.939622e+03 2.166355e+07
4.973896e+03 2.407731e+07
5.008408e+03 2.837290e+07
5.043159e+03 2.478190e+07
5.078152e+03 2.476074e+07
5.113388e+03 2.215902e+07
5.148867e+03 2.526372e+07
5.184594e+03 2.511267e+07
5.220568e+03 2.322901e+07
5.256791e+03 2.004081e+07
5.293266e+03 2.685715e+07
5.329994e+03 2.029332e+07
5.366977e+03 3.118893e+07
5.404216e+03 2.791263e+07
5.441714e+03 2.248019e+07
5.479472e+03 2.175665e+07
5.517492e+03 2.472146e+07
5.555776e+03 2.235407e+07
5.594326e+03 2.253584e+07
5.633143e+03 2.240346e+07
5.672229e+03 1.723677e+07
5.711586e+03 2.353094e+07
5.751217e+03 2.405591e+07
5.791123e+03 1.857128e+07
5.831305e+03 2.024187e+07
5.871766e+03 1.871612e+07
5.912508e+03 1.800681e+07
5.953533e+03 1.750158e+07
5.994843e+03 1.979074e+07
6.036439e+03 1.838745e+07
6.078323e+03 1.663094e+07
6.120498e+03 1.834611e+07
6.162966e+03 1.696371e+07
6.205729e+03 1.592540e+07
6.248788e+03 2.047896e+07
6.292146e+03 1.843346e+07
6.335805e+03 1.874401e+07
6.379767e+03 1.813009e+07
6.424034e+03 2.005414e+07
6.468608e+03 1.646296e+07
6.513491e+03 1.665458e+07
6.558686e+03 1.293882e+07
6.604194e+03 1.464828e+07
6.650018e+03 1.800330e+07
6.696160e+03 1.503192e+07
6.742622e+03 1.646527e+07
6.789407e+03 1.501160e+07
6.836516e+03 1.587181e+07
6.883952e+03 1.815511e+07
6.931717e+03 1.329484e+07
6.979814e+03 1.531755e+07
7.028244e+03 1.329910e+07
7.077011e+03 1.207408e+07
7.126115e+03 1.179384e+07
7.175561e+03 1.148730e+07
7.225349e+03 1.654795e+07
7.275484e+03 1.216667e+07
7.325965e+03 1.333753e+07
7.376798e+03 1.086038e+07
7.427982e+03 1.514756e+07
7.479523e+03 1.278863e+07
7.531420e+03 1.153788e+07
7.583678e+03 1.145158e+07
7.636298e+03 1.149560e+07
