# wavelength_A flux_erg/s/cm2/A
# # Teff=696.0 logg=2.0 [M/H]=0.42
1.000000e+02 9.617480e+01
1.006939e+02 4.985274e-06
1.013925e+02 7.360214e-01
1.020961e+02 2.844514e+13
1.028045e+02 6.506163e+09
1.035178e+02 1.759653e+07
1.042361e+02 8.756415e+01
1.049593e+02 1.580461e+11
1.056876e+02 1.347102e+03
1.064209e+02 3.433643e+11
1.071593e+02 1.471920e+01
1.079029e+02 1.059485e+13
1.086516e+02 2.975364e+03
1.094055e+02 3.223881e+11
1.101646e+02 5.448020e+01
1.109290e+02 3.369942e-04
1.116987e+02 3.698780e+03
1.124737e+02 5.007701e-06
1.132541e+02 5.662903e-04
1.140400e+02 3.104564e+05
1.148312e+02 1.330129e+17
1.156280e+02 8.736861e+03
1.164303e+02 2.107375e-05
1.172382e+02 1.677520e-02
1.180517e+02 1.688745e+01
1.188708e+02 5.616379e+11
1.196956e+02 3.199425e-04
1.205261e+02 2.756769e-02
1.213624e+02 3.045371e+05
1.222045e+02 1.866305e-04
1.230524e+02 1.794949e+04
1.239062e+02 9.612086e+07
1.247660e+02 1.179261e+01
1.256317e+02 2.723677e+02
1.265034e+02 3.296766e+03
1.273811e+02 8.373295e+08
1.282650e+02 5.207375e+01
1.291550e+02 2.303790e+02
1.300511e+02 4.487498e+11
1.309535e+02 1.115335e+13
1.318621e+02 2.580701e-03
1.327771e+02 6.851984e+06
1.336984e+02 5.215093e+01
1.346261e+02 1.493609e-02
1.355602e+02 1.276094e+08
1.365008e+02 3.430078e+07
1.374479e+02 2.928719e+05
1.384016e+02 1.357589e+02
1.393619e+02 1.832502e+15
1.403289e+02 2.178845e+06
1.413026e+02 3.541315e+02
1.422830e+02 1.642538e-02
1.432703e+02 1.986546e+09
1.442644e+02 8.684132e+08
1.452654e+02 6.185763e+05
1.462733e+02 7.645043e-05
1.472883e+02 1.307046e-33
1.483103e+02 2.626228e-32
1.493393e+02 7.447250e-32
1.503755e+02 4.011878e-33
1.514189e+02 4.982823e-33
1.524696e+02 3.007758e-32
1.535275e+02 2.763441e-31
1.545928e+02 1.235256e-32
1.556654e+02 1.509029e-31
1.567455e+02 1.273463e-31
1.578331e+02 1.737739e-32
1.589283e+02 7.084876e-32
1.600310e+02 3.173965e-33
1.611414e+02 4.902679e-33
1.622595e+02 2.305698e-32
1.633854e+02 1.403890e-32
1.645191e+02 3.850507e-33
1.656606e+02 3.906118e-32
1.668101e+02 4.245620e-33
1.679675e+02 1.703980e-33
1.691330e+02 3.592218e-33
1.703065e+02 5.231061e-33
1.714882e+02 1.674439e-33
1.726781e+02 1.521754e-32
1.738762e+02 4.676140e-33
1.750827e+02 1.938416e-32
1.762975e+02 1.690733e-31
1.775208e+02 2.450914e-34
1.787526e+02 3.914894e-33
1.799929e+02 6.398188e-33
1.812418e+02 3.460135e-33
1.824993e+02 3.693614e-33
1.837656e+02 6.637584e-34
1.850407e+02 6.274633e-33
1.863246e+02 4.009378e-34
1.876175e+02 1.094878e-31
1.889193e+02 4.785632e-34
1.902301e+02 2.697560e-32
1.915501e+02 1.719209e-33
1.928792e+02 4.653073e-33
1.942175e+02 2.761536e-33
1.955651e+02 8.724079e-34
1.969220e+02 8.838775e-33
1.982884e+02 9.850836e-34
1.996642e+02 3.406606e-33
2.010496e+02 5.402295e-34
2.024447e+02 1.036128e-32
2.038493e+02 2.770112e-33
2.052638e+02 1.521948e-33
2.066880e+02 2.965171e-34
2.081222e+02 1.377433e-32
2.095662e+02 1.867519e-32
2.110203e+02 2.541055e-34
2.124845e+02 2.432106e-33
2.139589e+02 2.938749e-33
2.154435e+02 1.258871e-32
2.169384e+02 4.897622e-32
2.184436e+02 3.763501e-33
2.199593e+02 6.458264e-33
2.214855e+02 4.699075e-33
2.230223e+02 9.065858e-34
2.245698e+02 1.903490e-32
2.261280e+02 2.273571e-33
2.276970e+02 1.058411e-33
2.292769e+02 7.844712e-33
2.308678e+02 1.508671e-32
2.324697e+02 3.751817e-34
2.340827e+02 3.276538e-34
2.357069e+02 8.358176e-33
2.373424e+02 4.079072e-33
2.389893e+02 1.913565e-32
2.406475e+02 5.486893e-33
2.423173e+02 7.062043e-33
2.439986e+02 7.622196e-33
2.456916e+02 4.887029e-33
2.473964e+02 1.372060e-32
2.491130e+02 1.080927e-31
2.508415e+02 3.107483e-33
2.525820e+02 1.358473e-31
2.543346e+02 6.323766e-33
2.560993e+02 9.040014e-34
2.578763e+02 3.840222e-32
