# wavelength_A flux_erg/s/cm2/A
# # Teff=69420.0 logg=2.0 [M/H]=0.42
1.000000e+02 3.164900e+06
1.006939e+02 8.465291e+06
1.013925e+02 1.819402e+07
1.020961e+02 1.002060e-06
1.028045e+02 1.008557e+05
1.035178e+02 4.912001e+08
1.042361e+02 5.400154e+06
1.049593e+02 1.942104e+02
1.056876e+02 3.853002e+09
1.064209e+02 1.624665e+04
1.071593e+02 2.163773e+05
1.079029e+02 2.053112e+04
1.086516e+02 5.638499e-01
1.094055e+02 2.839740e+06
1.101646e+02 9.026660e-03
1.109290e+02 1.688371e+00
1.116987e+02 7.609051e+09
1.124737e+02 4.662223e+01
1.132541e+02 6.062472e+02
1.140400e+02 9.028588e+03
1.148312e+02 1.884848e+03
1.156280e+02 6.654543e+02
1.164303e+02 9.982520e+02
1.172382e+02 8.266818e-01
1.180517e+02 1.821025e+00
1.188708e+02 7.197095e+04
1.196956e+02 3.211784e-05
1.205261e+02 1.431597e+07
1.213624e+02 2.404216e+01
1.222045e+02 2.239842e+04
1.230524e+02 6.098419e+02
1.239062e+02 2.095807e-01
1.247660e+02 3.009755e-04
1.256317e+02 5.344528e-02
1.265034e+02 1.499702e+04
1.273811e+02 2.825933e+01
1.282650e+02 8.722527e+09
1.291550e+02 1.063760e+02
1.300511e+02 1.276673e+05
1.309535e+02 1.784950e+07
1.318621e+02 6.609669e-03
1.327771e+02 2.174220e+00
1.336984e+02 2.620016e+06
1.346261e+02 3.252859e+01
1.355602e+02 8.857933e+06
1.365008e+02 7.818314e+01
1.374479e+02 1.088034e-01
1.384016e+02 1.646851e+04
1.393619e+02 1.292210e-02
1.403289e+02 3.525461e+00
1.413026e+02 3.167240e+07
1.422830e+02 6.509017e+03
1.432703e+02 1.328427e+08
1.442644e+02 4.146817e+01
1.452654e+02 1.191473e-04
1.462733e+02 6.618321e+05
1.472883e+02 8.345448e+09
1.483103e+02 2.753361e+08
1.493393e+02 3.907671e+09
1.503755e+02 9.241594e+09
1.514189e+02 5.633362e+09
1.524696e+02 7.046197e+09
1.535275e+02 1.622622e+10
1.545928e+02 1.102248e+10
1.556654e+02 2.545528e+09
1.567455e+02 9.495505e+09
1.578331e+02 1.365372e+10
1.589283e+02 4.307430e+09
1.600310e+02 1.252782e+11
1.611414e+02 1.237735e+10
1.622595e+02 7.140510e+09
1.633854e+02 3.732252e+11
1.645191e+02 2.048332e+11
1.656606e+02 4.955935e+10
1.668101e+02 2.404239e+10
1.679675e+02 4.980044e+11
1.691330e+02 1.271987e+11
1.703065e+02 8.830491e+10
1.714882e+02 1.682744e+11
1.726781e+02 5.672763e+10
1.738762e+02 2.829532e+11
1.750827e+02 4.859335e+10
1.762975e+02 4.277803e+11
1.775208e+02 2.151766e+10
1.787526e+02 3.854474e+10
1.799929e+02 3.688378e+12
1.812418e+02 1.415887e+11
1.824993e+02 2.532465e+11
1.837656e+02 1.713969e+12
1.850407e+02 7.822024e+11
1.863246e+02 7.589343e+11
1.876175e+02 5.979433e+11
1.889193e+02 2.361210e+11
1.902301e+02 1.302051e+12
1.915501e+02 1.872081e+11
1.928792e+02 1.893189e+11
1.942175e+02 5.756083e+11
1.955651e+02 5.714071e+11
1.969220e+02 1.745909e+12
1.982884e+02 1.742622e+13
1.996642e+02 5.733540e+11
2.010496e+02 4.573290e+10
2.024447e+02 8.310318e+12
2.038493e+02 8.137875e+11
2.052638e+02 4.338376e+12
2.066880e+02 5.057075e+11
2.081222e+02 1.153026e+13
2.095662e+02 1.042001e+12
2.110203e+02 1.299908e+13
2.124845e+02 8.003084e+12
2.139589e+02 1.703273e+12
2.154435e+02 8.015043e+12
2.169384e+02 2.163122e+12
2.184436e+02 7.028888e+11
2.199593e+02 1.208137e+13
2.214855e+02 8.878809e+12
2.230223e+02 2.370702e+13
2.245698e+02 2.610452e+13
2.261280e+02 5.791571e+12
2.276970e+02 1.651844e+14
2.292769e+02 1.652050e+15
2.308678e+02 5.669961e+16
2.324697e+02 5.352676e+15
2.340827e+02 2.946775e+16
2.357069e+02 1.272434e+17
2.373424e+02 2.525534e+16
2.389893e+02 1.502376e+17
2.406475e+02 5.475795e+16
2.423173e+02 4.394679e+17
2.439986e+02 1.944444e+17
2.456916e+02 1.152279e+17
2.473964e+02 5.884151e+17
2.491130e+02 9.298040e+18
2.508415e+02 3.441222e+18
2.525820e+02 7.972494e+17
2.543346e+02 4.214799e+18
2.560993e+02 1.687951e+18
2.578763e+02 2.153066e+19
2.596656e+02 1.633308e+18
2.614673e+02 4.926119e+18
2.632815e+02 8.532757e+18
2.651084e+02 8.490292e+19
2.669478e+02 2.384051e+20
2.688001e+02 3.113890e+19
2.706652e+02 1.720108e+19
2.725433e+02 4.764241e+19
2.744343e+02 3.651950e+19
2.763385e+02 2.658233e+19
2.782559e+02 8.632076e+18
2.801867e+02 9.646108e+19
2.821308e+02 2.807134e+20
2.840884e+02 9.636919e+19
2.860596e+02 4.842824e+19
2.880444e+02 1.525823e+19
2.900430e+02 1.516730e+20
2.920556e+02 3.515631e+19
2.940820e+02 7.217218e+19
2.961225e+02 1.029266e+19
2.981772e+02 1.522630e+20
3.002462e+02 1.307443e+20
3.023295e+02 1.476798e+19
3.044272e+02 1.577847e+18
3.065395e+02 7.530261e+19
3.086665e+02 3.483173e+19
3.108082e+02 2.883506e+18
3.129648e+02 2.549719e+18
3.151363e+02 8.433285e+18
3.173230e+02 1.021996e+18
3.195248e+02 8.218364e+18
3.217418e+02 3.931487e+18
3.239743e+02 9.146563e+18
3.262222e+02 1.006278e+19
3.284857e+02 9.685714e+18
3.307650e+02 3.230074e+18
3.330600e+02 3.477181e+18
3.353710e+02 1.543271e+19
3.376980e+02 3.707705e+18
3.400412e+02 1.392762e+18
3.424006e+02 2.127378e+18
3.447764e+02 1.341410e+18
3.471687e+02 7.324220e+18
3.495776e+02 1.906359e+18
3.520031e+02 3.280310e+18
3.544456e+02 1.083279e+18
3.569049e+02 3.061292e+17
3.593814e+02 3.288330e+18
3.618750e+02 8.015113e+17
3.643859e+02 1.144844e+18
3.669142e+02 5.836511e+18
3.694601e+02 1.149434e+18
3.720237e+02 6.183074e+18
3.746050e+02 6.685095e+18
3.772042e+02 1.231675e+18
3.798215e+02 1.167085e+18
3.824570e+02 1.217461e+18
3.851107e+02 7.273891e+17
3.877828e+02 6.845984e+17
3.904735e+02 1.226574e+18
3.931829e+02 1.759642e+18
3.959110e+02 2.165727e+18
3.986581e+02 9.524282e+17
4.014242e+02 5.580947e+17
