# wavelength_A flux_erg/s/cm2/A
# # Teff=696.0 logg=1.0 [M/H]=0.036
1.000000e+02 5.280290e+01
1.006939e+02 5.093205e-06
1.013925e+02 7.550284e-01
1.020961e+02 9.010841e+13
1.028045e+02 1.450817e+10
1.035178e+02 7.902876e+06
1.042361e+02 2.134706e+02
1.049593e+02 7.821972e+11
1.056876e+02 8.465504e+02
1.064209e+02 4.502274e+11
1.071593e+02 7.815572e+00
1.079029e+02 1.560508e+13
1.086516e+02 4.426548e+03
1.094055e+02 1.234705e+12
1.101646e+02 2.566212e+01
1.109290e+02 6.693747e-05
1.116987e+02 8.852663e+03
1.124737e+02 5.006480e-06
1.132541e+02 1.831825e-04
1.140400e+02 3.416698e+05
1.148312e+02 3.736606e+17
1.156280e+02 3.541033e+04
1.164303e+02 1.090130e-05
1.172382e+02 2.301787e-02
1.180517e+02 2.236756e+01
1.188708e+02 9.073307e+11
1.196956e+02 7.682268e-05
1.205261e+02 2.209109e-02
1.213624e+02 4.441987e+05
1.222045e+02 1.081189e-04
1.230524e+02 2.293702e+04
1.239062e+02 1.708562e+08
1.247660e+02 5.749129e+00
1.256317e+02 1.720550e+02
1.265034e+02 4.417775e+03
1.273811e+02 1.358932e+09
1.282650e+02 5.347755e+01
1.291550e+02 3.038209e+02
1.300511e+02 5.766673e+11
1.309535e+02 9.944903e+12
1.318621e+02 1.148585e-03
1.327771e+02 5.413904e+06
1.336984e+02 8.930286e+01
1.346261e+02 1.623302e-02
1.355602e+02 1.973636e+08
1.365008e+02 2.945837e+07
1.374479e+02 6.023674e+05
1.384016e+02 1.265117e+02
1.393619e+02 1.528177e+15
1.403289e+02 1.824636e+06
1.413026e+02 1.733134e+02
1.422830e+02 1.814364e-02
1.432703e+02 1.745928e+09
1.442644e+02 1.031503e+09
1.452654e+02 4.820553e+05
1.462733e+02 1.077922e-04
1.472883e+02 7.939822e-34
1.483103e+02 1.704122e-32
1.493393e+02 3.277589e-32
1.503755e+02 2.341054e-33
1.514189e+02 1.946085e-33
1.524696e+02 1.074773e-32
1.535275e+02 1.412685e-31
1.545928e+02 4.862025e-33
1.556654e+02 6.871709e-32
1.567455e+02 7.649325e-32
1.578331e+02 6.621629e-33
1.589283e+02 3.539334e-32
1.600310e+02 1.196948e-33
1.611414e+02 2.485973e-33
1.622595e+02 8.291343e-33
1.633854e+02 5.509785e-33
1.645191e+02 1.280130e-33
1.656606e+02 1.006853e-32
1.668101e+02 2.970984e-33
1.679675e+02 8.477885e-34
1.691330e+02 2.266931e-33
1.703065e+02 2.655094e-33
1.714882e+02 8.420147e-34
1.726781e+02 8.826362e-33
1.738762e+02 9.996136e-34
1.750827e+02 8.856415e-33
1.762975e+02 5.948303e-32
1.775208e+02 1.265773e-34
1.787526e+02 2.422873e-33
1.799929e+02 2.065174e-33
1.812418e+02 1.222900e-33
1.824993e+02 1.732138e-33
1.837656e+02 1.797485e-34
1.850407e+02 2.843028e-33
1.863246e+02 2.250721e-34
1.876175e+02 7.596963e-32
1.889193e+02 1.926120e-34
1.902301e+02 8.903918e-33
1.915501e+02 7.632379e-34
1.928792e+02 2.367128e-33
1.942175e+02 1.412121e-33
1.955651e+02 2.792367e-34
