# wavelength_A flux_erg/s/cm2/A
# # Teff=6969.69696 logg=3.0 [M/H]=0.042
1.000000e+02 5.808354e+02
1.006939e+02 4.231036e-07
1.013925e+02 2.126813e+04
1.020961e+02 8.508266e+07
1.028045e+02 1.740773e+03
1.035178e+02 1.502439e+05
1.042361e+02 1.116586e+01
1.049593e+02 4.092620e+06
1.056876e+02 3.131218e+04
1.064209e+02 1.566511e+04
1.071593e+02 6.023151e+02
1.079029e+02 1.505454e+08
1.086516e+02 5.874478e+02
1.094055e+02 1.716785e+05
1.101646e+02 1.391867e+05
1.109290e+02 8.065729e+02
1.116987e+02 4.112629e+00
1.124737e+02 9.908113e+00
1.132541e+02 5.589615e-04
1.140400e+02 1.839880e+06
1.148312e+02 5.199841e+07
1.156280e+02 2.180831e+02
1.164303e+02 4.629065e+02
1.172382e+02 4.032283e-01
1.180517e+02 1.661842e+02
1.188708e+02 1.890522e+04
1.196956e+02 3.533052e+06
1.205261e+02 8.197402e-01
1.213624e+02 2.356361e+01
1.222045e+02 3.621338e-03
1.230524e+02 1.956612e+02
1.239062e+02 6.821186e+06
1.247660e+02 9.198873e+04
1.256317e+02 5.238116e+00
1.265034e+02 1.581022e+04
1.273811e+02 1.097642e+05
1.282650e+02 6.189466e+04
1.291550e+02 2.176669e+05
1.300511e+02 4.142185e+04
1.309535e+02 7.300776e+08
1.318621e+02 1.743833e+03
1.327771e+02 2.595001e+03
1.336984e+02 1.004199e+04
1.346261e+02 3.964471e-04
1.355602e+02 2.229382e+06
1.365008e+02 1.241344e+09
1.374479e+02 3.449521e+07
1.384016e+02 1.858735e+05
1.393619e+02 1.065271e+10
1.403289e+02 4.318862e+07
1.413026e+02 2.348592e+06
1.422830e+02 6.568948e+02
1.432703e+02 9.570006e+05
1.442644e+02 1.752185e+03
1.452654e+02 1.490470e+06
1.462733e+02 2.601324e-01
1.472883e+02 4.216724e-31
1.483103e+02 3.617152e-31
1.493393e+02 3.401897e-31
1.503755e+02 5.691767e-31
1.514189e+02 4.099636e-31
1.524696e+02 4.059110e-31
1.535275e+02 3.105014e-31
1.545928e+02 5.942297e-31
1.556654e+02 6.561271e-31
1.567455e+02 6.964436e-31
1.578331e+02 4.350473e-31
1.589283e+02 4.450579e-31
1.600310e+02 6.111262e-31
1.611414e+02 6.956061e-31
1.622595e+02 7.027916e-31
1.633854e+02 6.475618e-31
1.645191e+02 5.605930e-31
1.656606e+02 4.851935e-31
1.668101e+02 5.440940e-31
1.679675e+02 8.938672e-31
1.691330e+02 9.193724e-31
1.703065e+02 8.665845e-31
1.714882e+02 1.330076e-30
1.726781e+02 7.021375e-31
1.738762e+02 5.978054e-31
1.750827e+02 1.105790e-30
1.762975e+02 9.438793e-31
1.775208e+02 7.608850e-31
1.787526e+02 5.514409e-31
1.799929e+02 8.100825e-31
1.812418e+02 5.888365e-31
1.824993e+02 8.035556e-31
1.837656e+02 6.365870e-31
1.850407e+02 1.375221e-30
1.863246e+02 1.581788e-30
1.876175e+02 1.991101e-30
1.889193e+02 8.282499e-31
1.902301e+02 9.911895e-31
1.915501e+02 5.452853e-31
1.928792e+02 6.134657e-31
1.942175e+02 8.541381e-31
1.955651e+02 8.039580e-31
1.969220e+02 9.210860e-31
1.982884e+02 7.287929e-31
